timestamp,session,session_name,gear,brake_percent,throttle_percent,driver_name,vehicle_name,place
2025-08-11T20:04:05.000Z,5,Qualifying_1,1,29.42,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.105Z,5,Qualifying_1,1,29.27,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.210Z,5,Qualifying_1,1,29.15,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.318Z,5,Qualifying_1,1,29.08,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.426Z,5,Qualifying_1,1,28.95,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.533Z,5,Qualifying_1,1,28.83,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.638Z,5,Qualifying_1,1,28.78,40.48,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.743Z,5,Qualifying_1,1,28.72,40.08,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.850Z,5,Qualifying_1,1,28.31,32.54,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:05.960Z,5,Qualifying_1,1,25.85,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.070Z,5,Qualifying_1,1,23.04,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.178Z,5,Qualifying_1,1,21.38,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.283Z,5,Qualifying_1,1,19.95,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.390Z,5,Qualifying_1,1,19.1,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.498Z,5,Qualifying_1,1,18.5,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.603Z,5,Qualifying_1,1,18.05,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.708Z,5,Qualifying_1,1,17.65,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.815Z,5,Qualifying_1,1,17.41,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:06.920Z,5,Qualifying_1,1,17.25,19.05,Hugo PDVN,Manthey 2025 #90:LM,13
2025-08-11T20:04:07.025Z,5,Qualifying_1,1,17.0,16.27,Hugo PDVN,Manthey 2025 #90:LM,13
